"","nodesize=60","nodesize=61","nodesize=62","nodesize=63","nodesize=64","nodesize=65","nodesize=66","nodesize=67","nodesize=68","nodesize=69","nodesize=70","nodesize=71","nodesize=72","nodesize=73","nodesize=74","nodesize=75","nodesize=76","nodesize=77","nodesize=78","nodesize=79","nodesize=80"
"mtry=1",0.326666666666667,0.333333333333333,0.326666666666667,0.32,0.32,0.333333333333333,0.326666666666667,0.333333333333333,0.326666666666667,0.333333333333333,0.32,0.32,0.326666666666667,0.326666666666667,0.326666666666667,0.326666666666667,0.326666666666667,0.326666666666667,0.326666666666667,0.326666666666667,0.34
