"","nodesize=30","nodesize=31","nodesize=32","nodesize=33","nodesize=34","nodesize=35","nodesize=36","nodesize=37","nodesize=38","nodesize=39","nodesize=40","nodesize=41","nodesize=42","nodesize=43","nodesize=44","nodesize=45","nodesize=46","nodesize=47","nodesize=48","nodesize=49","nodesize=50","nodesize=51","nodesize=52","nodesize=53","nodesize=54","nodesize=55","nodesize=56","nodesize=57","nodesize=58","nodesize=59","nodesize=60","nodesize=61","nodesize=62","nodesize=63","nodesize=64","nodesize=65","nodesize=66","nodesize=67","nodesize=68","nodesize=69","nodesize=70","nodesize=71","nodesize=72","nodesize=73","nodesize=74","nodesize=75","nodesize=76","nodesize=77","nodesize=78","nodesize=79","nodesize=80","nodesize=81","nodesize=82","nodesize=83","nodesize=84","nodesize=85","nodesize=86","nodesize=87","nodesize=88","nodesize=89","nodesize=90","nodesize=91","nodesize=92","nodesize=93","nodesize=94","nodesize=95","nodesize=96","nodesize=97","nodesize=98","nodesize=99","nodesize=100"
"mtry=1",0.639329133957289,0.638009049508774,0.63974927209137,0.637870535167641,0.638889215892576,0.637911108795997,0.639850384632904,0.636569917146422,0.637143027003986,0.635297060346307,0.63732997648329,0.637635210439572,0.637813141216108,0.638458423618853,0.636219179794593,0.63725657518106,0.637355887093749,0.637131622279965,0.635221978448993,0.63649525288454,0.636820085609448,0.637296708884446,0.636062244142599,0.636868903071615,0.636390233455981,0.635499482908348,0.636422731005236,0.637940806800607,0.637255734693949,0.637847003870906,0.637547175339958,0.635639236954199,0.636857686036632,0.638099724180391,0.636972236893918,0.637678220458384,0.636739921091636,0.637829888085273,0.63742224851057,0.636857874414145,0.638441345052663,0.636874635243943,0.636939171346527,0.638107658431258,0.637533673578435,0.636385300503972,0.636732182584882,0.638575237092863,0.637578197284573,0.6378116537337,0.63847540926638,0.639038108435717,0.637848553519929,0.639437967623503,0.639455691823132,0.638929122543833,0.637644203636618,0.638538267808002,0.639736489489847,0.639884959445252,0.640367279796471,0.638990112835288,0.639482247692972,0.639446784294117,0.640567133372089,0.64016028651421,0.640748326814731,0.641093141346809,0.641752319839761,0.642689085960668,0.642394821197503
"mtry=2",0.64688384143449,0.647189170307141,0.645375288044607,0.646551280724142,0.645211705593488,0.646635385465348,0.644358746369332,0.646656446707759,0.645353936987082,0.644654541010927,0.643416304008741,0.644552117696079,0.645441675512868,0.645675046227918,0.642983612922425,0.646002612836584,0.645056261214402,0.643561413058367,0.64416933376986,0.643952457453923,0.645136325534565,0.644463816139779,0.643083837126694,0.643096033597135,0.642428031942877,0.643665520761863,0.642802860655853,0.643033875350009,0.64201236365446,0.642729895375116,0.640985533646338,0.643362520310758,0.641253186622339,0.642026684795553,0.64212613755519,0.640641710171006,0.642885255298771,0.641794260877996,0.642294332495294,0.641415387761151,0.641624136436209,0.641795041917086,0.641399738054397,0.64117148537225,0.641426920501301,0.642124967874888,0.641172739389964,0.643602951884673,0.641567023829458,0.641627624579245,0.641625088955422,0.641244593369359,0.642275941605822,0.64282668100283,0.642333495837753,0.642310405381192,0.642441563275769,0.643099369430856,0.642958472143861,0.642871359267272,0.642212123612925,0.642293893509344,0.64205000181176,0.643630097312303,0.643742050243284,0.642799442929813,0.642753348025829,0.64363487297673,0.644076094696182,0.642872561043513,0.64501918502264
