"","nodesize=15","nodesize=16","nodesize=17","nodesize=18","nodesize=19","nodesize=20","nodesize=21","nodesize=22","nodesize=23","nodesize=24","nodesize=25","nodesize=26","nodesize=27","nodesize=28","nodesize=29","nodesize=30","nodesize=31","nodesize=32","nodesize=33","nodesize=34","nodesize=35"
"mtry=1",0.313333333333333,0.306666666666667,0.306666666666667,0.306666666666667,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.306666666666667,0.306666666666667,0.3,0.3,0.306666666666667,0.306666666666667,0.3,0.306666666666667
